Entity,Code,Day,people_vaccinated
Bulgaria,BGR,2021-05-13,685543
Bulgaria,BGR,2021-05-14,697366
Bulgaria,BGR,2021-05-15,700203
Bulgaria,BGR,2021-05-16,702012
Bulgaria,BGR,2021-05-17,709006
Bulgaria,BGR,2021-05-18,720124
Bulgaria,BGR,2021-05-19,733149
Bulgaria,BGR,2021-05-20,746125
Bulgaria,BGR,2021-05-21,756201
Bulgaria,BGR,2021-05-22,758350
Bulgaria,BGR,2021-05-23,759630
Bulgaria,BGR,2021-05-24,760923
Bulgaria,BGR,2021-05-25,766754
Bulgaria,BGR,2021-05-26,777089
Bulgaria,BGR,2021-05-27,787995
Cambodia,KHM,2021-02-09,0
Cambodia,KHM,2021-02-10,339
Cambodia,KHM,2021-02-12,1492
Cambodia,KHM,2021-02-15,7091
Cambodia,KHM,2021-02-16,11016
Cambodia,KHM,2021-02-17,12167
Cambodia,KHM,2021-02-18,16612
Cambodia,KHM,2021-02-19,21660
Cambodia,KHM,2021-02-21,28134
Cambodia,KHM,2021-02-22,37379
Cambodia,KHM,2021-02-23,44505
Cambodia,KHM,2021-02-24,54286
Cambodia,KHM,2021-02-25,59928
Cambodia,KHM,2021-02-26,63217
Cambodia,KHM,2021-02-28,68299
Cambodia,KHM,2021-03-01,84736
Cambodia,KHM,2021-03-02,108409
Cambodia,KHM,2021-03-03,125668
Cambodia,KHM,2021-03-04,140096
Cambodia,KHM,2021-03-05,153718
Cambodia,KHM,2021-03-06,162927
Cambodia,KHM,2021-03-07,167487
Cambodia,KHM,2021-03-08,175675
Cambodia,KHM,2021-03-09,188026
Cambodia,KHM,2021-03-10,214209
Cambodia,KHM,2021-03-11,237379
Cambodia,KHM,2021-03-12,255641
Cambodia,KHM,2021-03-13,270466
Cambodia,KHM,2021-03-14,279307
Cambodia,KHM,2021-03-15,286020
Cambodia,KHM,2021-03-16,297585
Cambodia,KHM,2021-03-17,308459
Cambodia,KHM,2021-03-19,317247
Cambodia,KHM,2021-03-20,322021
Cambodia,KHM,2021-03-21,323689
Cambodia,KHM,2021-03-22,328401
Cambodia,KHM,2021-03-23,334311
Cambodia,KHM,2021-03-24,341912
Cambodia,KHM,2021-03-25,354087
Cambodia,KHM,2021-03-26,366169
Cambodia,KHM,2021-03-27,376147
Cambodia,KHM,2021-03-28,383462
Cambodia,KHM,2021-03-29,391456
Cambodia,KHM,2021-03-30,400666
Cambodia,KHM,2021-03-31,407249
Cambodia,KHM,2021-04-01,430117
Cambodia,KHM,2021-04-02,475856
Cambodia,KHM,2021-04-03,529935
Cambodia,KHM,2021-04-04,581591
Cambodia,KHM,2021-04-05,635244
Cambodia,KHM,2021-04-06,692569
Cambodia,KHM,2021-04-07,756526
Cambodia,KHM,2021-04-08,813826
Cambodia,KHM,2021-04-09,913171
Cambodia,KHM,2021-04-10,972028
Cambodia,KHM,2021-04-11,1018605
Cambodia,KHM,2021-04-12,1099811
Cambodia,KHM,2021-04-13,1170029
Cambodia,KHM,2021-04-14,1203636
Cambodia,KHM,2021-04-15,1223322
Cambodia,KHM,2021-04-16,1241947
Cambodia,KHM,2021-04-17,1253531
Cambodia,KHM,2021-04-18,1257214
Cambodia,KHM,2021-04-19,1274846
Cambodia,KHM,2021-04-20,1277688
Cambodia,KHM,2021-04-21,1280434
Cambodia,KHM,2021-04-22,1281406
Cambodia,KHM,2021-04-23,1282196
Cambodia,KHM,2021-04-24,1293974
Cambodia,KHM,2021-04-25,1295660
Cambodia,KHM,2021-04-26,1295973
Cambodia,KHM,2021-04-27,1298851
Cambodia,KHM,2021-04-29,1329433
Cambodia,KHM,2021-04-30,1339566
Cambodia,KHM,2021-05-01,1363820
Cambodia,KHM,2021-05-02,1422722
Cambodia,KHM,2021-05-03,1465985
Cambodia,KHM,2021-05-04,1515447
Cambodia,KHM,2021-05-05,1565292
Cambodia,KHM,2021-05-06,1606007
Cambodia,KHM,2021-05-07,1663249
Cambodia,KHM,2021-05-08,1718708
Cambodia,KHM,2021-05-09,1773994
Cambodia,KHM,2021-05-10,1825488
Cambodia,KHM,2021-05-11,1877840
Cambodia,KHM,2021-05-12,1939773
Cambodia,KHM,2021-05-13,1996775
Cambodia,KHM,2021-05-14,2040255
Cambodia,KHM,2021-05-15,2066813
Cambodia,KHM,2021-05-16,2082282
Cambodia,KHM,2021-05-17,2100151
Cambodia,KHM,2021-05-18,2133116
Cambodia,KHM,2021-05-19,2168239
Cambodia,KHM,2021-05-20,2198547
Cambodia,KHM,2021-05-21,2226446
Cambodia,KHM,2021-05-22,2253044
Cambodia,KHM,2021-05-23,2269860
Cambodia,KHM,2021-05-24,2280875
Cambodia,KHM,2021-05-25,2306822
Cambodia,KHM,2021-05-26,2362101
Cambodia,KHM,2021-05-27,2418285
Cameroon,CMR,2021-04-11,0
Cameroon,CMR,2021-04-12,400
Cameroon,CMR,2021-04-29,11000
Cameroon,CMR,2021-05-12,43488
Cameroon,CMR,2021-05-18,45706
Cameroon,CMR,2021-05-21,46658
Cameroon,CMR,2021-05-24,51925
Cameroon,CMR,2021-05-26,56583
Canada,CAN,2021-01-06,182930
Canada,CAN,2021-01-07,218359
Canada,CAN,2021-01-08,258627
Canada,CAN,2021-01-09,293301
Canada,CAN,2021-01-10,316661
Canada,CAN,2021-01-11,356107
Canada,CAN,2021-01-12,385470
Canada,CAN,2021-01-13,407278
Canada,CAN,2021-01-14,445000
Canada,CAN,2021-01-15,489693
Canada,CAN,2021-01-16,524177
Canada,CAN,2021-01-17,550438
Canada,CAN,2021-01-18,593632
Canada,CAN,2021-01-19,629268
Canada,CAN,2021-01-20,659194
Canada,CAN,2021-01-21,695612
Canada,CAN,2021-01-22,727115
Canada,CAN,2021-01-23,747434
Canada,CAN,2021-01-24,760010
Canada,CAN,2021-01-25,775296
Canada,CAN,2021-01-26,795643
Canada,CAN,2021-01-27,809128
Canada,CAN,2021-01-28,824083
Canada,CAN,2021-01-29,836024
Canada,CAN,2021-01-30,842711
Canada,CAN,2021-01-31,845339
Canada,CAN,2021-02-01,859175
Canada,CAN,2021-02-02,867115
Canada,CAN,2021-02-03,871335
Canada,CAN,2021-02-04,877629
Canada,CAN,2021-02-05,887398
Canada,CAN,2021-02-06,895383
Canada,CAN,2021-02-07,900713
Canada,CAN,2021-02-08,911312
Canada,CAN,2021-02-09,920458
Canada,CAN,2021-02-10,930286
Canada,CAN,2021-02-11,942589
Canada,CAN,2021-02-12,955013
Canada,CAN,2021-02-13,967606
Canada,CAN,2021-02-14,971168
Canada,CAN,2021-02-15,972779
Canada,CAN,2021-02-16,981148
Canada,CAN,2021-02-17,985975
Canada,CAN,2021-02-18,993291
Canada,CAN,2021-02-19,1016579
Canada,CAN,2021-02-20,1049514
Canada,CAN,2021-02-21,1078899
Canada,CAN,2021-02-22,1108564
Canada,CAN,2021-02-23,1138700
Canada,CAN,2021-02-24,1170515
Canada,CAN,2021-02-25,1212595
Canada,CAN,2021-02-26,1266731
Canada,CAN,2021-02-27,1320653
Canada,CAN,2021-02-28,1362034
Canada,CAN,2021-03-01,1407961
Canada,CAN,2021-03-02,1470034
Canada,CAN,2021-03-03,1537273
Canada,CAN,2021-03-04,1610535
Canada,CAN,2021-03-05,1693203
Canada,CAN,2021-03-06,1765405
Canada,CAN,2021-03-07,1821470
Canada,CAN,2021-03-08,1898266
Canada,CAN,2021-03-09,1964221
Canada,CAN,2021-03-10,2037806
Canada,CAN,2021-03-11,2131666
Canada,CAN,2021-03-12,2239490
Canada,CAN,2021-03-13,2340676
Canada,CAN,2021-03-14,2431332
Canada,CAN,2021-03-15,2550387
Canada,CAN,2021-03-16,2666388
Canada,CAN,2021-03-17,2799925
Canada,CAN,2021-03-18,2950647
Canada,CAN,2021-03-19,3107711
Canada,CAN,2021-03-20,3236471
Canada,CAN,2021-03-21,3324329
Canada,CAN,2021-03-22,3467046
Canada,CAN,2021-03-23,3585845
Canada,CAN,2021-03-24,3751505
Canada,CAN,2021-03-25,3934959
Canada,CAN,2021-03-26,4143640
Canada,CAN,2021-03-27,4304842
Canada,CAN,2021-03-28,4447302
Canada,CAN,2021-03-29,4629020
Canada,CAN,2021-03-30,4791415
Canada,CAN,2021-03-31,5004406
Canada,CAN,2021-04-01,5200717
Canada,CAN,2021-04-02,5356913
Canada,CAN,2021-04-03,5553604
Canada,CAN,2021-04-04,5667707
Canada,CAN,2021-04-05,5836927
Canada,CAN,2021-04-06,6027659
Canada,CAN,2021-04-07,6243477
Canada,CAN,2021-04-08,6488833
Canada,CAN,2021-04-09,6788921
Canada,CAN,2021-04-10,7020562
Canada,CAN,2021-04-11,7198857
Canada,CAN,2021-04-12,7515239
Canada,CAN,2021-04-13,7772264
Canada,CAN,2021-04-14,8058263
Canada,CAN,2021-04-15,8350721
Canada,CAN,2021-04-16,8641720
Canada,CAN,2021-04-17,8871849
Canada,CAN,2021-04-18,9067412
Canada,CAN,2021-04-19,9309934
Canada,CAN,2021-04-20,9536454
Canada,CAN,2021-04-21,9840205
Canada,CAN,2021-04-22,10184121
Canada,CAN,2021-04-23,10533458
Canada,CAN,2021-04-24,10804552
Canada,CAN,2021-04-25,11026753
Canada,CAN,2021-04-26,11280635
Canada,CAN,2021-04-27,11518249
Canada,CAN,2021-04-28,11764830
Canada,CAN,2021-04-29,12049818
Canada,CAN,2021-04-30,12330084
Canada,CAN,2021-05-01,12534545
Canada,CAN,2021-05-02,12696698
Canada,CAN,2021-05-03,12914613
Canada,CAN,2021-05-04,13128106
Canada,CAN,2021-05-05,13394105
Canada,CAN,2021-05-06,13728528
Canada,CAN,2021-05-07,14104164
Canada,CAN,2021-05-08,14411049
Canada,CAN,2021-05-09,14668624
Canada,CAN,2021-05-10,14991030
Canada,CAN,2021-05-11,15272541
Canada,CAN,2021-05-12,15596419
Canada,CAN,2021-05-13,15961692
Canada,CAN,2021-05-14,16363943
Canada,CAN,2021-05-15,16703298
Canada,CAN,2021-05-16,17004917
Canada,CAN,2021-05-17,17381262
Canada,CAN,2021-05-18,17638053
Canada,CAN,2021-05-19,17958575
Canada,CAN,2021-05-20,18312021
Canada,CAN,2021-05-21,18748185
Canada,CAN,2021-05-22,19088516
Canada,CAN,2021-05-23,19372979
Canada,CAN,2021-05-24,19709001
Canada,CAN,2021-05-25,19942129
Canada,CAN,2021-05-26,20195328
Canada,CAN,2021-05-27,20539206
Cape Verde,CPV,2021-03-18,0
Cape Verde,CPV,2021-03-24,2184
Cape Verde,CPV,2021-05-12,18650
Cape Verde,CPV,2021-05-18,19858
Cape Verde,CPV,2021-05-21,21357
Cape Verde,CPV,2021-05-26,21663
Cayman Islands,CYM,2020-12-26,0
Cayman Islands,CYM,2021-02-04,7811
Cayman Islands,CYM,2021-02-09,8839
Cayman Islands,CYM,2021-02-10,8912
Cayman Islands,CYM,2021-02-12,9172
Cayman Islands,CYM,2021-02-17,9783
Cayman Islands,CYM,2021-02-19,10277
Cayman Islands,CYM,2021-02-20,10521
Cayman Islands,CYM,2021-02-23,12245
Cayman Islands,CYM,2021-02-24,12710
Cayman Islands,CYM,2021-03-05,17702
Cayman Islands,CYM,2021-03-12,21864
Cayman Islands,CYM,2021-03-16,24366
Cayman Islands,CYM,2021-03-18,25957
Cayman Islands,CYM,2021-03-19,26321
Cayman Islands,CYM,2021-03-22,27611
Cayman Islands,CYM,2021-03-24,28248
Cayman Islands,CYM,2021-03-25,28605
Cayman Islands,CYM,2021-03-29,29644
Cayman Islands,CYM,2021-03-31,30476
Cayman Islands,CYM,2021-04-01,30607
Cayman Islands,CYM,2021-04-07,31302
Cayman Islands,CYM,2021-04-08,31459
Cayman Islands,CYM,2021-04-09,31661
Cayman Islands,CYM,2021-04-13,32969
Cayman Islands,CYM,2021-04-15,33544
Cayman Islands,CYM,2021-04-16,33808
Cayman Islands,CYM,2021-04-20,34614
Cayman Islands,CYM,2021-04-21,34786
Cayman Islands,CYM,2021-04-30,35774
Cayman Islands,CYM,2021-05-05,37062
Cayman Islands,CYM,2021-05-07,37470
Cayman Islands,CYM,2021-05-13,39493
Cayman Islands,CYM,2021-05-14,39792
Cayman Islands,CYM,2021-05-19,40778
Cayman Islands,CYM,2021-05-25,42521
Cayman Islands,CYM,2021-05-26,42790
Central African Republic,CAF,2021-05-12,667
Chile,CHL,2020-12-24,420
Chile,CHL,2020-12-25,5198
Chile,CHL,2020-12-26,8338
Chile,CHL,2020-12-27,8649
Chile,CHL,2020-12-28,8649
Chile,CHL,2020-12-29,8649
Chile,CHL,2020-12-30,8649
Chile,CHL,2020-12-31,8649
Chile,CHL,2021-01-01,8649
Chile,CHL,2021-01-02,8649
Chile,CHL,2021-01-03,8649
Chile,CHL,2021-01-04,9054
Chile,CHL,2021-01-05,10497
Chile,CHL,2021-01-06,10702
Chile,CHL,2021-01-07,10702
Chile,CHL,2021-01-08,10702
Chile,CHL,2021-01-09,10702
Chile,CHL,2021-01-10,10702
Chile,CHL,2021-01-11,10702
Chile,CHL,2021-01-12,10702
Chile,CHL,2021-01-13,10703
Chile,CHL,2021-01-14,12821
Chile,CHL,2021-01-15,13778
Chile,CHL,2021-01-16,13801
Chile,CHL,2021-01-17,13801
Chile,CHL,2021-01-18,24836
Chile,CHL,2021-01-19,44188
Chile,CHL,2021-01-20,53491
Chile,CHL,2021-01-21,56551
Chile,CHL,2021-01-22,56963
Chile,CHL,2021-01-23,56963
Chile,CHL,2021-01-24,56963
Chile,CHL,2021-01-25,56980
Chile,CHL,2021-01-26,57001
Chile,CHL,2021-01-27,57002
Chile,CHL,2021-01-28,57002
Chile,CHL,2021-01-29,57002
Chile,CHL,2021-01-30,57003
Chile,CHL,2021-01-31,57003
Chile,CHL,2021-02-01,57003
Chile,CHL,2021-02-02,70184
Chile,CHL,2021-02-03,240542
Chile,CHL,2021-02-04,414561
Chile,CHL,2021-02-05,583208
Chile,CHL,2021-02-06,611056
Chile,CHL,2021-02-07,619690
Chile,CHL,2021-02-08,841149
Chile,CHL,2021-02-09,1083610
Chile,CHL,2021-02-10,1356118
Chile,CHL,2021-02-11,1607371
Chile,CHL,2021-02-12,1836590
Chile,CHL,2021-02-13,1866099
Chile,CHL,2021-02-14,1870565
Chile,CHL,2021-02-15,2136414
Chile,CHL,2021-02-16,2356401
Chile,CHL,2021-02-17,2544432
Chile,CHL,2021-02-18,2699668
Chile,CHL,2021-02-19,2841783
Chile,CHL,2021-02-20,2851422
Chile,CHL,2021-02-21,2852586
Chile,CHL,2021-02-22,2960691
Chile,CHL,2021-02-23,3054901
Chile,CHL,2021-02-24,3140991
Chile,CHL,2021-02-25,3226910
Chile,CHL,2021-02-26,3305088
Chile,CHL,2021-02-27,3315064
Chile,CHL,2021-02-28,3315419
Chile,CHL,2021-03-01,3452493
Chile,CHL,2021-03-02,3611356
Chile,CHL,2021-03-03,3769133
Chile,CHL,2021-03-04,3913808
Chile,CHL,2021-03-05,4050010
Chile,CHL,2021-03-06,4059654
Chile,CHL,2021-03-07,4060719
Chile,CHL,2021-03-08,4197246
Chile,CHL,2021-03-09,4336197
Chile,CHL,2021-03-10,4471926
Chile,CHL,2021-03-11,4643315
Chile,CHL,2021-03-12,4794480
Chile,CHL,2021-03-13,4818775
Chile,CHL,2021-03-14,4821521
Chile,CHL,2021-03-15,4979186
Chile,CHL,2021-03-16,5145461
Chile,CHL,2021-03-17,5296232
Chile,CHL,2021-03-18,5444168
Chile,CHL,2021-03-19,5579944
Chile,CHL,2021-03-20,5603089
Chile,CHL,2021-03-21,5605935
Chile,CHL,2021-03-22,5749824
Chile,CHL,2021-03-23,5896718
Chile,CHL,2021-03-24,6049480
Chile,CHL,2021-03-25,6205881
Chile,CHL,2021-03-26,6371743
Chile,CHL,2021-03-27,6384607
Chile,CHL,2021-03-28,6385576
Chile,CHL,2021-03-29,6536267
Chile,CHL,2021-03-30,6669463
Chile,CHL,2021-03-31,6795965
Chile,CHL,2021-04-01,6930239
Chile,CHL,2021-04-02,6932086
Chile,CHL,2021-04-03,6933961
Chile,CHL,2021-04-04,6934617
Chile,CHL,2021-04-05,7014080
Chile,CHL,2021-04-06,7106553
Chile,CHL,2021-04-07,7200866
Chile,CHL,2021-04-08,7277095
Chile,CHL,2021-04-09,7347426
Chile,CHL,2021-04-10,7358519
Chile,CHL,2021-04-11,7359606
Chile,CHL,2021-04-12,7437198
Chile,CHL,2021-04-13,7511600
Chile,CHL,2021-04-14,7590304
Chile,CHL,2021-04-15,7651849
Chile,CHL,2021-04-16,7709625
Chile,CHL,2021-04-17,7717444
Chile,CHL,2021-04-18,7718303
Chile,CHL,2021-04-19,7761976
Chile,CHL,2021-04-20,7800917
Chile,CHL,2021-04-21,7831896
Chile,CHL,2021-04-22,7888039
Chile,CHL,2021-04-23,7927752
Chile,CHL,2021-04-24,7933459
Chile,CHL,2021-04-25,7933809
Chile,CHL,2021-04-26,7976658
Chile,CHL,2021-04-27,8015448
Chile,CHL,2021-04-28,8058720
Chile,CHL,2021-04-29,8089375
Chile,CHL,2021-04-30,8139889
Chile,CHL,2021-05-01,8140937
Chile,CHL,2021-05-02,8141723
Chile,CHL,2021-05-03,8217443
Chile,CHL,2021-05-04,8298233
Chile,CHL,2021-05-05,8379474
Chile,CHL,2021-05-06,8460753
Chile,CHL,2021-05-07,8544145
Chile,CHL,2021-05-08,8561419
Chile,CHL,2021-05-09,8562376
Chile,CHL,2021-05-10,8665352
Chile,CHL,2021-05-11,8772354
Chile,CHL,2021-05-12,8876788
Chile,CHL,2021-05-13,8973270
Chile,CHL,2021-05-14,9075934
Chile,CHL,2021-05-15,9077034
Chile,CHL,2021-05-16,9077299
Chile,CHL,2021-05-17,9201515
Chile,CHL,2021-05-18,9336802
Chile,CHL,2021-05-19,9460934
Chile,CHL,2021-05-20,9587289
Chile,CHL,2021-05-21,9594997
Chile,CHL,2021-05-22,9621245
Chile,CHL,2021-05-23,9624921
Chile,CHL,2021-05-24,9799318
Chile,CHL,2021-05-25,9986049
Chile,CHL,2021-05-26,10156276
Colombia,COL,2021-03-13,749059
Colombia,COL,2021-03-14,803656
Colombia,COL,2021-03-15,868994
Colombia,COL,2021-03-16,928927
Colombia,COL,2021-03-17,971240
Colombia,COL,2021-03-18,1022604
Colombia,COL,2021-03-19,1077837
Colombia,COL,2021-03-20,1127570
Colombia,COL,2021-03-21,1157159
Colombia,COL,2021-03-22,1177935
Colombia,COL,2021-03-23,1236980
Colombia,COL,2021-03-24,1311229
Colombia,COL,2021-03-25,1359247
Colombia,COL,2021-03-26,1448180
Colombia,COL,2021-03-27,1550856
Colombia,COL,2021-03-28,1624565
Colombia,COL,2021-03-29,1736568
Colombia,COL,2021-03-30,1858823
Colombia,COL,2021-03-31,1957325
Colombia,COL,2021-04-01,1965935
Colombia,COL,2021-04-02,1971891
Colombia,COL,2021-04-03,1989856
Colombia,COL,2021-04-04,2005885
Colombia,COL,2021-04-05,2056135
Colombia,COL,2021-04-07,2148976
Colombia,COL,2021-04-08,2172751
Colombia,COL,2021-04-09,2201956
Colombia,COL,2021-04-10,2232564
Colombia,COL,2021-04-12,2258826
Colombia,COL,2021-04-13,2340554
Colombia,COL,2021-04-14,2407129
Colombia,COL,2021-04-16,2496243
Colombia,COL,2021-04-17,2571554
Colombia,COL,2021-04-18,2614088
Colombia,COL,2021-04-19,2678773
Colombia,COL,2021-04-20,2747711
Colombia,COL,2021-04-21,2850117
Colombia,COL,2021-04-22,2904408
Colombia,COL,2021-04-23,2961023
Colombia,COL,2021-04-24,3008636
Colombia,COL,2021-04-25,3039713
Colombia,COL,2021-04-27,3149010
Colombia,COL,2021-04-28,3209415
Colombia,COL,2021-04-29,3277767
Colombia,COL,2021-04-30,3359439
Colombia,COL,2021-05-01,3412223
Colombia,COL,2021-05-02,3454250
Colombia,COL,2021-05-07,3861416
Colombia,COL,2021-05-10,4037833
Colombia,COL,2021-05-11,4140197
Colombia,COL,2021-05-12,4238607
Colombia,COL,2021-05-13,4351490
Colombia,COL,2021-05-15,4552042
Colombia,COL,2021-05-16,4601785
Colombia,COL,2021-05-17,4652005
Colombia,COL,2021-05-18,4759397
Colombia,COL,2021-05-19,4861546
Colombia,COL,2021-05-20,4959877
Colombia,COL,2021-05-22,5126062
Colombia,COL,2021-05-23,5176752
Colombia,COL,2021-05-24,5278110
Colombia,COL,2021-05-25,5439630
Colombia,COL,2021-05-26,5646512
Comoros,COM,2021-04-21,13440
Comoros,COM,2021-05-12,43140
Comoros,COM,2021-05-18,43140
Comoros,COM,2021-05-21,43140
Comoros,COM,2021-05-26,43140
Congo,COG,2021-04-14,14297
Congo,COG,2021-05-12,22531
Congo,COG,2021-05-18,22623
Costa Rica,CRI,2020-12-24,55
Costa Rica,CRI,2021-01-03,2455
Costa Rica,CRI,2021-01-08,9751
Costa Rica,CRI,2021-01-15,24804
Costa Rica,CRI,2021-01-18,29257
Costa Rica,CRI,2021-01-25,45707
Costa Rica,CRI,2021-02-01,45863
Costa Rica,CRI,2021-02-08,46750
Costa Rica,CRI,2021-02-15,54395
Costa Rica,CRI,2021-02-22,57162
Costa Rica,CRI,2021-03-01,103695
Costa Rica,CRI,2021-03-05,142049
Costa Rica,CRI,2021-03-08,151841
Costa Rica,CRI,2021-03-12,187826
Costa Rica,CRI,2021-03-15,190088
Costa Rica,CRI,2021-03-22,206198
Costa Rica,CRI,2021-03-24,213404
Costa Rica,CRI,2021-03-29,224092
Costa Rica,CRI,2021-04-06,291368
Costa Rica,CRI,2021-04-12,354291
Costa Rica,CRI,2021-04-19,450593
Costa Rica,CRI,2021-04-26,538682
Costa Rica,CRI,2021-05-03,605099
Costa Rica,CRI,2021-05-10,657301
Costa Rica,CRI,2021-05-17,721882
Costa Rica,CRI,2021-05-24,867517
Cote d'Ivoire,CIV,2021-03-01,0
Cote d'Ivoire,CIV,2021-03-06,2058
Cote d'Ivoire,CIV,2021-03-08,2924
Cote d'Ivoire,CIV,2021-03-09,4363
Cote d'Ivoire,CIV,2021-03-10,8802
Cote d'Ivoire,CIV,2021-03-14,14937
Cote d'Ivoire,CIV,2021-03-15,15181
Cote d'Ivoire,CIV,2021-03-16,17448
Cote d'Ivoire,CIV,2021-03-17,19113
Cote d'Ivoire,CIV,2021-03-18,20766
Cote d'Ivoire,CIV,2021-03-19,22443
Cote d'Ivoire,CIV,2021-03-20,24171
Cote d'Ivoire,CIV,2021-03-21,24639
Cote d'Ivoire,CIV,2021-03-22,24728
Cote d'Ivoire,CIV,2021-03-23,26079
Cote d'Ivoire,CIV,2021-03-24,27886
Cote d'Ivoire,CIV,2021-03-25,29535
Cote d'Ivoire,CIV,2021-03-26,31104
Cote d'Ivoire,CIV,2021-03-27,33395
Cote d'Ivoire,CIV,2021-03-29,34388
Cote d'Ivoire,CIV,2021-03-30,37367
Cote d'Ivoire,CIV,2021-03-31,40153
Cote d'Ivoire,CIV,2021-04-01,42725
Cote d'Ivoire,CIV,2021-04-02,45247
Cote d'Ivoire,CIV,2021-04-03,47968
Cote d'Ivoire,CIV,2021-04-04,49642
Cote d'Ivoire,CIV,2021-04-06,49948
Cote d'Ivoire,CIV,2021-04-08,53071
Cote d'Ivoire,CIV,2021-04-09,60823
Cote d'Ivoire,CIV,2021-04-10,66496
Cote d'Ivoire,CIV,2021-04-11,68843
Cote d'Ivoire,CIV,2021-04-14,83425
Cote d'Ivoire,CIV,2021-04-15,87267
Cote d'Ivoire,CIV,2021-04-16,91901
Cote d'Ivoire,CIV,2021-04-17,93540
Cote d'Ivoire,CIV,2021-04-18,94818
Cote d'Ivoire,CIV,2021-04-21,105110
Cote d'Ivoire,CIV,2021-04-22,109077
Cote d'Ivoire,CIV,2021-04-23,113224
Cote d'Ivoire,CIV,2021-04-24,117227
Cote d'Ivoire,CIV,2021-04-25,118875
Cote d'Ivoire,CIV,2021-04-26,119663
Cote d'Ivoire,CIV,2021-04-27,125958
Cote d'Ivoire,CIV,2021-04-28,132434
Cote d'Ivoire,CIV,2021-04-29,140270
Cote d'Ivoire,CIV,2021-04-30,149037
Cote d'Ivoire,CIV,2021-05-01,158981
Cote d'Ivoire,CIV,2021-05-02,163176
Cote d'Ivoire,CIV,2021-05-03,168419
Cote d'Ivoire,CIV,2021-05-04,183301
Cote d'Ivoire,CIV,2021-05-05,197492
Cote d'Ivoire,CIV,2021-05-06,215010
Cote d'Ivoire,CIV,2021-05-07,235747
Cote d'Ivoire,CIV,2021-05-08,252317
Cote d'Ivoire,CIV,2021-05-09,262639
Cote d'Ivoire,CIV,2021-05-10,267032
Cote d'Ivoire,CIV,2021-05-11,280799
Cote d'Ivoire,CIV,2021-05-12,292537
Cote d'Ivoire,CIV,2021-05-13,295309
Cote d'Ivoire,CIV,2021-05-14,301497
Cote d'Ivoire,CIV,2021-05-15,321020
Cote d'Ivoire,CIV,2021-05-16,333793
Cote d'Ivoire,CIV,2021-05-17,340049
Cote d'Ivoire,CIV,2021-05-18,366285
Cote d'Ivoire,CIV,2021-05-19,391085
Cote d'Ivoire,CIV,2021-05-20,418455
Cote d'Ivoire,CIV,2021-05-21,447449
Cote d'Ivoire,CIV,2021-05-22,473098
Cote d'Ivoire,CIV,2021-05-23,486231
Cote d'Ivoire,CIV,2021-05-24,491146
Cote d'Ivoire,CIV,2021-05-25,496319
Croatia,HRV,2020-12-30,7864
Croatia,HRV,2021-01-03,12285
Croatia,HRV,2021-01-05,13798
Croatia,HRV,2021-01-07,20603
Croatia,HRV,2021-01-08,24985
Croatia,HRV,2021-01-09,30000
Croatia,HRV,2021-01-13,34553
Croatia,HRV,2021-01-14,38000
Croatia,HRV,2021-01-15,41532
Croatia,HRV,2021-01-16,45906
Croatia,HRV,2021-01-19,54304
Croatia,HRV,2021-01-25,58077
Croatia,HRV,2021-02-01,58829
Croatia,HRV,2021-02-03,59064
Croatia,HRV,2021-02-04,59593
Croatia,HRV,2021-02-09,61241
Croatia,HRV,2021-02-11,64775
Croatia,HRV,2021-02-15,67825
Croatia,HRV,2021-02-18,87169
Croatia,HRV,2021-02-22,108311
Croatia,HRV,2021-02-24,125771
Croatia,HRV,2021-02-25,135756
Croatia,HRV,2021-03-01,153085
Croatia,HRV,2021-03-04,182000
Croatia,HRV,2021-03-08,202167
Croatia,HRV,2021-03-12,233423
Croatia,HRV,2021-03-19,288622
Croatia,HRV,2021-03-22,311448
Croatia,HRV,2021-03-26,335916
Croatia,HRV,2021-03-28,348648
Croatia,HRV,2021-03-31,385724
Croatia,HRV,2021-04-01,404518
Croatia,HRV,2021-04-02,419431
Croatia,HRV,2021-04-04,426037
Croatia,HRV,2021-04-06,427387
Croatia,HRV,2021-04-07,432601
Croatia,HRV,2021-04-08,440890
Croatia,HRV,2021-04-09,458762
Croatia,HRV,2021-04-10,473522
Croatia,HRV,2021-04-11,477617
Croatia,HRV,2021-04-12,483825
Croatia,HRV,2021-04-13,491601
Croatia,HRV,2021-04-14,500233
Croatia,HRV,2021-04-15,519375
Croatia,HRV,2021-04-16,539487
Croatia,HRV,2021-04-17,552559
Croatia,HRV,2021-04-18,553883
Croatia,HRV,2021-04-19,556969
Croatia,HRV,2021-04-20,565164
Croatia,HRV,2021-04-21,578273
Croatia,HRV,2021-04-22,593972
Croatia,HRV,2021-04-23,611792
Croatia,HRV,2021-04-24,621077
Croatia,HRV,2021-04-25,627216
Croatia,HRV,2021-04-26,629108
Croatia,HRV,2021-04-27,639564
Croatia,HRV,2021-04-28,648709
Croatia,HRV,2021-04-29,682757
Croatia,HRV,2021-04-30,702470
Croatia,HRV,2021-05-01,707057
Croatia,HRV,2021-05-02,708137
Croatia,HRV,2021-05-03,716861
Croatia,HRV,2021-05-04,734556
Croatia,HRV,2021-05-05,760805
Croatia,HRV,2021-05-06,796909
Croatia,HRV,2021-05-07,835320
Croatia,HRV,2021-05-08,867621
Croatia,HRV,2021-05-09,879312
